node_id,node_type,identifier,source_file,contract_name,function_name,line_start,line_end,extra_json
assign:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.1,Assignment,assign_3_1,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,79,79,"{""_layers"": [""stage1_ast""], ""ast_id"": 254, ""src"": ""2404:19:0"", ""operator"": ""+="", ""type"": ""uint256""}"
require:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.1,Require,require,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,77,77,"{""_layers"": [""stage1_ast""], ""ast_id"": 243, ""src"": ""2310:22:0""}"
require:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.2,Require,require,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,78,78,"{""_layers"": [""stage1_ast""], ""ast_id"": 250, ""src"": ""2346:44:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.1,FunctionCall,getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,81,81,"{""_layers"": [""stage1_ast""], ""ast_id"": 266, ""src"": ""2514:18:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.2,FunctionCall,token,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,82,82,"{""_layers"": [""stage1_ast""], ""ast_id"": 272, ""src"": ""2568:19:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.3,FunctionCall,transfer,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,83,83,"{""_layers"": [""stage1_ast""], ""ast_id"": 280, ""src"": ""2601:47:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.4,FunctionCall,transfer,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,84,84,"{""_layers"": [""stage1_ast""], ""ast_id"": 290, ""src"": ""2678:40:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.5,FunctionCall,getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,84,84,"{""_layers"": [""stage1_ast""], ""ast_id"": 285, ""src"": ""2678:18:0""}"
call:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.3.6,FunctionCall,transfer,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,86,86,"{""_layers"": [""stage1_ast""], ""ast_id"": 301, ""src"": ""2750:27:0""}"
stmt:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.4,Stmt,stmt_4,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,88,88,"{""_layers"": [""stage1_ast""], ""ast_id"": 311, ""src"": ""2797:31:0"", ""stmt_kind"": ""ExpressionStatement""}"
assign:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.4.1,Assignment,assign_4_1,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,88,88,"{""_layers"": [""stage1_ast""], ""ast_id"": 310, ""src"": ""2797:31:0"", ""operator"": ""-="", ""type"": ""uint256""}"
stmt:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.5,Stmt,stmt_5,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,89,89,"{""_layers"": [""stage1_ast""], ""ast_id"": 315, ""src"": ""2838:24:0"", ""stmt_kind"": ""ExpressionStatement""}"
assign:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.5.1,Assignment,assign_5_1,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,0x4470887011bbf1e196b62020266aa5ae1081bd70,ClaimMTU,89,89,"{""_layers"": [""stage1_ast""], ""ast_id"": 314, ""src"": ""2838:24:0"", ""operator"": ""-="", ""type"": ""uint256""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.getAddress.2,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Registry,getAddress,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""aRegistry(AddressRegistry)"", ""function"": ""getAddr"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.getAddress.2""}"
statewrite:0x4470887011bbf1e196b62020266aa5ae1081bd70.fallback.2,StateWrite,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,fallback,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Investors"", ""index"": ""msg.sender"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.fallback.2""}"
stateread:0x4470887011bbf1e196b62020266aa5ae1081bd70.fallback.2.1,StateRead,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,fallback,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""state_var"": ""Investors"", ""index"": ""msg.sender"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.fallback.2""}"
stateread:0x4470887011bbf1e196b62020266aa5ae1081bd70.getClaimEst.1.1,StateRead,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,getClaimEst,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Investors"", ""index"": ""Claimer"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.getClaimEst.1""}"
stateread:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.1.1,StateRead,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 1, ""state_var"": ""Investors"", ""index"": ""msg.sender"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.1""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.8.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 8, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.8""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.10,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 10, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""tokenTransfer(token)"", ""function"": ""transfer"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.10""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.12.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.12""}"
statewrite:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.16,StateWrite,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Investors"", ""index"": ""msg.sender"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.16""}"
stateread:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.16.1,StateRead,Investors,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Deposit,ClaimMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 16, ""state_var"": ""Investors"", ""index"": ""msg.sender"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.ClaimMTU.16""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.DepositMTU.2.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Redeem,DepositMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.DepositMTU.2""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.DepositMTU.4,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Redeem,DepositMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 4, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""tokenFunction(token)"", ""function"": ""transferFrom"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.DepositMTU.4""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.RedeemMTU.3.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Redeem,RedeemMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.RedeemMTU.3""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.RedeemMTU.12,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,Redeem,RedeemMTU,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 12, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""tokenFunction(token)"", ""function"": ""transfer"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.RedeemMTU.12""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToBoard.2.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,MoatFund,SendEtherToBoard,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToBoard.2""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToAsset.2.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,MoatFund,SendEtherToAsset,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToAsset.2""}"
internalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToDex.2.1,InternalCall,Registry.getAddress,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,MoatFund,SendEtherToDex,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""target"": ""Registry.getAddress"", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendEtherToDex.2""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendERC20ToAsset.2,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,MoatFund,SendERC20ToAsset,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 2, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""tokenFunctions(token)"", ""function"": ""balanceOf"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendERC20ToAsset.2""}"
externalcall:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendERC20ToAsset.3,ExternalCall,high_level_call,0x4470887011bbf1e196b62020266aa5ae1081bd70.sol,MoatFund,SendERC20ToAsset,,,"{""_layers"": [""stage2_ir""], ""ir_stmt_index"": 3, ""call_kind"": ""HIGH_LEVEL_CALL"", ""dest"": ""tokenFunctions(token)"", ""function"": ""transfer"", ""value"": """", ""evidence_ref"": ""raw_ir:0x4470887011bbf1e196b62020266aa5ae1081bd70.SendERC20ToAsset.3""}"
